Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",0,Ace,Paperback,525,1991,1961,,2021/04/01,"to-read, to-buy","to-read (#126), to-buy (#39)",to-read,,,,0,0
34146662,The Runaway Species: How Human Creativity Remakes the World,David Eagleman,"Eagleman, David",Anthony Brandt,"=""1936787520""","=""9781936787524""",0,Catapult,Hardcover,304,2017,2017,,2021/04/01,"to-read, to-buy","to-read (#127), to-buy (#38)",to-read,,,,0,0
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",0,Simon & Schuster,Hardcover,600,2017,2017,,2021/04/01,"to-read, to-buy","to-read (#128), to-buy (#37)",to-read,,,,0,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,Simon & Schuster,Hardcover,675,2007,2007,,2021/04/01,"to-read, to-buy","to-read (#129), to-buy (#36)",to-read,,,,0,0
30597,The Hunchback of Notre-Dame,Victor Hugo,"Hugo, Victor","Walter J. Cobb, Lucie Konvičková","=""0451527887""","=""9780451527882""",0,Signet Classics,Paperback,510,2001,1831,,2021/04/03,"to-read, to-buy","to-read (#130), to-buy (#35)",to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""0451525264""","=""9780451525260""",0,Signet Classics,Mass Market Paperback,1488,1987,1862,,2021/04/03,"to-read, to-buy","to-read (#131), to-buy (#34)",to-read,,,,0,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",0,Bantam,Mass Market Paperback,283,1993,1947,,2021/04/03,"to-read, to-buy","to-read (#132), to-buy (#33)",to-read,,,,0,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""0743477111""","=""9780743477116""",0,Washington Square Press,Mass Market Paperback,281,2002,1590,,2021/04/03,"to-read, to-buy","to-read (#133), to-buy (#32)",to-read,,,,0,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",0,Random House Publishing Group,Paperback,192,2002,1898,,2021/04/01,"to-read, to-buy","to-read (#115), to-buy (#30)",to-read,,,,0,0
19719891,"Of Gravity, Black Holes, and Information",Jacob D. Bekenstein,"Bekenstein, Jacob D.",,"=""8883231619""","=""9788883231612""",0,Di Renzo,Paperback,176,2006,2006,,2021/04/01,"to-read, to-buy","to-read (#114), to-buy (#29)",to-read,,,,0,0
24949899,The Higgs Boson and Beyond,Sean Carroll,"Carroll, Sean",,"=""""","=""""",0,The Great Courses,Audible Audio,6,2015,2015,,2021/04/01,"to-read, to-buy","to-read (#113), to-buy (#28)",to-read,,,,0,0
36795987,On Gravity: A Brief Tour of a Weighty Subject,A. Zee,"Zee, A.",,"=""0691174385""","=""9780691174389""",0,Princeton University Press,Hardcover,200,2018,2018,,2021/04/01,"to-read, to-buy","to-read (#112), to-buy (#27)",to-read,,,,0,0
771550,The Cosmic Landscape: String Theory and the Illusion of Intelligent Design,Leonard Susskind,"Susskind, Leonard",,"=""0316155799""","=""9780316155793""",0,"Little, Brown and Company",Hardcover,416,2005,2005,,2021/04/01,"to-read, to-buy","to-read (#110), to-buy (#26)",to-read,,,,0,0
34227487,"Dinner with Darwin: Food, Drink, and Evolution",Jonathan Silvertown,"Silvertown, Jonathan",,"=""022624539X""","=""9780226245393""",0,University of Chicago Press,Hardcover,232,2017,2017,,2021/04/01,"to-read, to-buy","to-read (#109), to-buy (#25)",to-read,,,,0,0
1120138,The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith,"Smith, John Maynard",Eörs Szathmáry,"=""0198504934""","=""9780198504931""",0,Oxford University Press,Hardcover,190,1999,1999,,2021/04/01,"to-read, to-buy","to-read (#106), to-buy (#24)",to-read,,,,0,0
40543812,Darwins Most Wonderful Plants,Ken Thompson,"Thompson, Ken",,"=""1788160282""","=""9781788160285""",0,Profile Books Ltd,Hardcover,256,2018,,,2021/04/01,"to-read, to-buy","to-read (#107), to-buy (#23)",to-read,,,,0,0
1353550,"The 21st Century Brain: Explaining, Mending & Manipulating the Mind",Steven Rose,"Rose, Steven",,"=""0224062549""","=""9780224062541""",0,Jonathan Cape,Hardcover,256,2005,2005,,2021/04/01,"to-read, to-buy","to-read (#108), to-buy (#22)",to-read,,,,0,0
55275019,"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps",Valliappa Lakshmanan,"Lakshmanan, Valliappa","Sara  Robinson, Michael  Munn","=""1098115783""","=""9781098115784""",0,O'Reilly Media,Paperback,400,2020,,,2021/04/07,to-read,to-read (#134),to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",0,"Harcourt, Inc.",Hardcover,96,2000,1943,2021/04/07,2021/03/10,,,read,,,,1,1
4005310,Why Evolution Is True,Jerry A. Coyne,"Coyne, Jerry A.",,"=""0670020532""","=""9780670020539""",0,Viking,Hardcover,282,2009,2008,,2021/04/01,to-read,to-read (#118),to-read,,,,0,0
29981,The Island of Dr. Moreau,H.G. Wells,"Wells, H.G.",Alan Lightman,"=""0553214322""","=""9780553214321""",0,Bantam Classic & Loveswept,Unknown Binding,160,1999,1896,,2021/04/01,to-read,to-read (#117),to-read,,,,0,0
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",Scott Westerfeld,"=""0451528522""","=""9780451528520""",0,New American Library/Penguin Books,Mass Market Paperback,192,2002,1897,,2021/04/01,to-read,to-read (#116),to-read,,,,0,0
98810,God: The Failed Hypothesis: How Science Shows That God Does Not Exist,Victor J. Stenger,"Stenger, Victor J.",,"=""1591024811""","=""9781591024811""",0,Prometheus,Hardcover,287,2007,2007,,2021/04/01,to-read,to-read (#111),to-read,,,,0,0
43532557,Outgrowing God: A Beginner’s Guide to Atheism,Richard Dawkins,"Dawkins, Richard",,"=""1787631214""","=""9781787631212""",0,Bantam Press,Hardcover,304,2019,2019,,2021/04/01,to-read,to-read (#105),to-read,,,,0,0
61536,"A Devil's Chaplain: Reflections on Hope, Lies, Science, and Love",Richard Dawkins,"Dawkins, Richard",,"=""0618485392""","=""9780618485390""",0,Mariner Books,Paperback,263,2004,2003,,2021/04/01,to-read,to-read (#104),to-read,,,,0,0
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins,"Dawkins, Richard",,"=""0465069908""","=""9780465069903""",0,HarperCollins Publishers,Paperback,172,1995,1995,,2021/04/01,to-read,to-read (#103),to-read,,,,0,0
248764,Climbing Mount Improbable,Richard Dawkins,"Dawkins, Richard",,"=""0141026170""","=""9780141026176""",0,Penguin,Paperback,308,2006,1996,,2021/04/01,to-read,to-read (#102),to-read,,,,0,0
31487,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins,"Dawkins, Richard",,"=""0618056734""","=""9780618056736""",0,Mariner Books,Paperback,352,2000,2000,,2021/04/01,to-read,to-read (#101),to-read,,,,0,0
61538,The Extended Phenotype: The Long Reach of the Gene (Popular Science),Richard Dawkins,"Dawkins, Richard",,"=""0192880519""","=""9780192880512""",0,Oxford University Press,Paperback,336,1999,1982,,2021/04/01,to-read,to-read (#100),to-read,,,,0,0
11256979,The Magic of Reality: How We Know What's Really True,Richard Dawkins,"Dawkins, Richard",Dave McKean,"=""1439192812""","=""9781439192818""",0,Free Press,Hardcover,271,2011,2011,,2021/04/01,to-read,to-read (#99),to-read,,,,0,0
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,"Dawkins, Richard",,"=""061861916X""","=""9780618619160""",0,Mariner Books,Paperback,673,2005,2004,,2021/04/01,to-read,to-read (#98),to-read,,,,0,0
6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,"Dawkins, Richard",,"=""059306173X""","=""9780593061732""",0,Bantam Press,Hardcover,470,2009,2009,,2021/04/01,to-read,to-read (#97),to-read,,,,0,0
18160,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick,"Mitnick, Kevin D.","William   L.    Simon, Steve Wozniak","=""076454280X""","=""9780764542800""",0,Wiley,Paperback,352,2003,2001,,2021/04/01,to-read,to-read (#96),to-read,,,,0,0
400716,Introduction to the Theory of Computation,Michael Sipser,"Sipser, Michael",,"=""0534950973""","=""9780534950972""",0,Course Technology,Hardcover,431,2006,1996,2019/01/01,2021/03/24,,,read,,,,1,0
89197,Programming Language Pragmatics,Michael L. Scott,"Scott, Michael L.",,"=""0126339511""","=""9780126339512""",0,Morgan Kaufmann,Paperback,912,2005,1997,2019/01/01,2021/03/24,,,read,,,,1,0
24072897,Deep Learning,Ian Goodfellow,"Goodfellow, Ian","Yoshua Bengio, Aaron Courville","=""""","=""""",0,The MIT Press,ebook,787,2016,2016,,2021/01/19,to-read,to-read (#6),to-read,,,,0,1
10855469,Data Mining in Bioinformatics (Advanced Information and Knowledge Processing),Jason T.L. Wang,"Wang, Jason T.L.","Mohammed J. Zaki, Hannu Toivonen, Dennis Shasha","=""1849968942""","=""9781849968942""",0,Springer,Paperback,352,2010,2004,,2021/03/18,to-read,to-read (#48),to-read,,,,0,0
112247,"The Art of Computer Programming, Volume 1: Fundamental Algorithms",Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201896834""","=""9780201896831""",0,Addison-Wesley,Hardcover,672,1997,1973,,2021/03/20,to-read,to-read (#49),to-read,,,,0,0
112246,"The Art of Computer Programming, Volume 2: Seminumerical Algorithms",Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201896842""","=""9780201896848""",0,Addison-Wesley Professional,Hardcover,784,1997,1969,,2021/03/20,to-read,to-read (#50),to-read,,,,0,0
363999,The Art of Computer Programming: Volume 3: Sorting and Searching,Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201896850""","=""0785342896855""",0,Addison-Wesley Professional,Hardcover,800,1998,1973,,2021/03/20,to-read,to-read (#51),to-read,,,,0,0
425208,The Algorithm Design Manual,Steven S. Skiena,"Skiena, Steven S.",,"=""0387948600""","=""9780387948607""",0,Springer,Hardcover,486,1997,1997,,2021/03/24,to-read,to-read (#55),to-read,,,,0,0
38429310,"TensorFlow Deep Learning Projects: 10 real-world projects on computer vision, machine translation, chatbots, and reinforcement learning",Alexey Grigorev,"Grigorev, Alexey","Rajalingappaa Shanmugamani, Alberto Boschetti, Luca Massaron, Abhishek Thakur","=""""","=""""",0,Packt Publishing,Kindle Edition,581,2018,,,2021/03/24,to-read,to-read (#56),to-read,,,,0,0
148019,Computer Vision: A Modern Approach,David A. Forsyth,"Forsyth, David A.",Jean Ponce,"=""0130851981""","=""9780130851987""",0,Prentice Hall,Hardcover,693,2002,2002,,2021/03/24,to-read,to-read (#57),to-read,,,,0,0
53483757,AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence,Laurence Moroney,"Moroney, Laurence",,"=""1492078190""","=""9781492078197""",0,O'Reilly Media,Paperback,390,2020,2021,,2021/03/24,to-read,to-read (#58),to-read,,,,0,0
50419441,Mathematics for Machine Learning: 1st Edition,Marc Peter Deisenroth,"Deisenroth, Marc Peter","A. Aldo Faisal, Cheng Soon Ong","=""1108679935""","=""9781108679930""",0,Cambridge University Press,Kindle Edition,626,2020,,,2021/03/24,to-read,to-read (#59),to-read,,,,0,0
17016659,Machine Learning: The Art and Science of Algorithms That Make Sense of Data,Peter A. Flach,"Flach, Peter A.",,"=""1139575414""","=""9781139575416""",0,Cambridge University Press,Kindle Edition,409,2012,2012,,2021/03/24,to-read,to-read (#60),to-read,,,,0,0
4959551,The Manga Guide to Databases,Mana Takahashi,"Takahashi, Mana","Shoko Azuma, Trend-Pro Co. Ltd.","=""1593271905""","=""9781593271909""",0,"No Starch Press,US",Paperback,224,2009,2005,,2021/03/24,to-read,to-read (#61),to-read,,,,0,0
112239,"The Art of Computer Programming, Volumes 1-3 Boxed Set",Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201485419""","=""9780201485417""",0,Addison-Wesley Professional,Boxed Set - Hardcover,896,1998,1998,,2021/03/20,to-read,to-read (#52),to-read,,,,0,0
6291415,The Manga Guide to Physics,Hideo Nitta,"Nitta, Hideo","Keita Takatsu, Trend-Pro Co. Ltd.","=""1593271964""","=""9781593271961""",0,No Starch Press,Paperback,248,2009,2006,,2021/03/24,to-read,to-read (#62),to-read,,,,0,0
6309077,The Manga Guide to Calculus,Hiroyuki Kojima,"Kojima, Hiroyuki","Shin Togami, Becom Co. Ltd.","=""1593271948""","=""9781593271947""",0,No Starch Press,Paperback,256,2009,2005,,2021/03/24,to-read,to-read (#63),to-read,,,,0,0
13227038,The Manga Guide to Linear Algebra,Shin  Takahashi,"Takahashi, Shin","Iroha Inoue, Trend-Pro Co. Ltd.","=""1593274130""","=""9781593274139""",0,No Starch Press,Paperback,264,2012,2008,,2021/03/24,to-read,to-read (#64),to-read,,,,0,0
10796344,The Manga Guide to Biochemistry,Masaharu Takemura,"Takemura, Masaharu","Kikuyaro, Office Sawa","=""1593272766""","=""9781593272760""",0,No Starch Press,Paperback,253,2011,2009,,2021/03/24,to-read,to-read (#65),to-read,,,,0,0
7544370,The Manga Guide to the Universe,Kenji Ishikawa,"Ishikawa, Kenji","Kiyoshi Kawabata, Yutaka Hiiragi, Verte Corp.","=""1593272677""","=""9781593272678""",0,No Starch Press,Paperback,256,2011,2008,,2021/03/24,to-read,to-read (#66),to-read,,,,0,0
7847197,The Manga Guide to Relativity,Hideo Nitta,"Nitta, Hideo","Masafumi Yamamoto, Keita Takatsu","=""1593272723""","=""9781593272722""",0,No Starch Press,Paperback,182,2011,2009,,2021/03/24,to-read,to-read (#67),to-read,,,,0,0
13435706,The Manga Guide to Regression Analysis,Shin  Takahashi,"Takahashi, Shin","Iroha Inoue, Trend-Pro Co. Ltd.","=""159327419X""","=""9781593274191""",0,No Starch Press,Paperback,224,2013,2005,,2021/03/24,to-read,to-read (#68),to-read,,,,0,0
32847277,The Manga Guide to Microprocessors,Takashi Tonagi,"Tonagi, Takashi","Michio Shibuya, Office Sawa","=""1593278179""","=""9781593278175""",0,No Starch Press,Paperback,264,2017,2014,,2021/03/24,to-read,to-read (#69),to-read,,,,0,0
34773223,The Manga Guide to Cryptography,Masāki Mitani,"Mitani, Masāki","Shinichi Sato, Iderou Hinoki, Verte Corp.","=""1593277423""","=""9781593277420""",0,No Starch Press,Paperback,248,2018,,,2021/03/24,to-read,to-read (#70),to-read,,,,0,0
27750245,The Manga Guide to Physiology,Etsuro Tanaka,"Tanaka, Etsuro","Keiko Koyama, Becom Co. Ltd.","=""1593274408""","=""9781593274405""",0,No Starch Press,Paperback,256,2015,2011,,2021/03/24,to-read,to-read (#71),to-read,,,,0,0
13434328,The Manga Guide to Electronic Circuits,Yama Takayama,"Takayama, Yama",Kenichi Tanaka,"=""1593273924""","=""9781593273927""",0,No Starch Press,Paperback,184,,2009,,2021/03/24,to-read,to-read (#72),to-read,,,,0,0
15844113,Foundations of Machine Learning,Mehryar Mohri,"Mohri, Mehryar","Afshin Rostamizadeh, Ameet Talwalkar","=""026201825X""","=""9780262018258""",0,The MIT Press,Hardcover,480,2012,,,2021/03/24,to-read,to-read (#73),to-read,,,,0,0
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Grady Booch, Richard Helm, Ralph Johnson, John Vlissides","=""0201633612""","=""9780201633610""",0,Addison-Wesley Professional,Hardcover,416,1994,1994,,2021/03/24,to-read,to-read (#76),to-read,,,,0,0
55881,Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,"Bishop, Christopher M.",,"=""0387310738""","=""9780387310732""",0,Springer,Hardcover,738,2006,,,2021/03/27,to-read,to-read (#87),to-read,,,,0,0
52675128,Fantastic Night,Stefan Zweig,"Zweig, Stefan",,"=""6057972163""","=""9786057972163""",0,Karbon Kitaplar,Paperback,79,2018,1922,,2021/04/01,to-read,to-read (#95),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,Vintage International,Paperback,123,1989,1942,,2021/03/27,"to-read, to-buy","to-read (#86), to-buy (#18)",to-read,,,,0,0
38210,The Art of Happiness,Dalai Lama XIV,"XIV, Dalai Lama",Howard C. Cutler,"=""1573221112""","=""9781573221115""",0,Riverhead Hardcover,Hardcover,322,1998,1998,,2021/03/27,"to-read, to-buy","to-read (#88), to-buy (#17)",to-read,,,,0,0
39874447,How to Write a Lot: A Practical Guide to Productive Academic Writing,Paul J. Silvia,"Silvia, Paul J.",,"=""1433829738""","=""9781433829734""",0,APA LifeTools,Paperback,145,2018,2007,,2021/03/29,"to-read, to-buy","to-read (#89), to-buy (#16)",to-read,,,,0,0
13122323,Writing Science: How to Write Papers That Get Cited and Proposals That Get Funded,Joshua Schimel,"Schimel, Joshua",,"=""0199760241""","=""9780199760244""",0,Oxford University Press,Paperback,221,2011,2011,,2021/03/29,"to-read, to-buy","to-read (#90), to-buy (#15)",to-read,,,,0,0
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von","Burton Pike, R. Dillon Boylan, Elizabeth Wolff Mayer","=""0812969901""","=""9780812969900""",0,Modern Library,Paperback,149,2005,1774,,2021/04/01,to-read,to-read (#91),to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,Oxford University Press,Paperback,329,2004,1856,,2021/04/01,"to-read, to-buy","to-read (#92), to-buy (#14)",to-read,,,,0,0
19089,Middlemarch,George Eliot,"Eliot, George",Michel Faber,"=""0451529170""","=""9780451529176""",0,Signet,Mass Market Paperback,912,2003,1872,,2021/04/01,"to-read, to-buy","to-read (#93), to-buy (#13)",to-read,,,,0,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",0,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2021/04/01,"to-read, to-buy","to-read (#94), to-buy (#12)",to-read,,,,0,0
3352982,Satellite Communications,Timothy Pratt,"Pratt, Timothy",Charles W. Bostian,"=""047137007X""","=""9780471370079""",0,Wiley,Hardcover,560,2002,1986,,2020/03/02,"to-read, to-buy","to-read (#5), to-buy (#11)",to-read,,,,0,0
19908656,Antenna and Wave Propagation,Sisir K. Das,"Das, Sisir K.",Annapurna Das,"=""1259097587""","=""9781259097584""",0,Tata McGraw Hill Education Private Limited,Paperback,632,2012,2012,,2020/03/02,"to-read, to-buy","to-read (#4), to-buy (#10)",to-read,,,,0,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,Crown,Paperback,544,2004,2003,,2021/03/06,"to-read, to-buy","to-read (#28), to-buy (#8)",to-read,,,,0,1
16924905,"Oil, Water, and Climate",Catherine Gautier,"Gautier, Catherine",,"=""1282390228""","=""9781282390225""",0,Cambridge University Press,ebook,366,2014,2008,,2021/03/09,"to-read, to-buy","to-read (#31), to-buy (#7)",to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",0,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2021/03/10,"to-read, to-buy","to-read (#34), to-buy (#6)",to-read,,,,0,0
11337189,A Universe from Nothing: Why There Is Something Rather Than Nothing,Lawrence M. Krauss,"Krauss, Lawrence M.",Richard Dawkins,"=""145162445X""","=""9781451624458""",0,Atria Books,Hardcover,204,2012,2012,,2021/03/10,"to-read, to-buy","to-read (#36), to-buy (#5)",to-read,,,,0,0
21397967,Evrim Kuramı ve Mekanizmaları,Çağrı Mert Bakırcı,"Bakırcı, Çağrı Mert",,"=""6054834460""","=""9786054834464""",0,Evrensel Basım Yayın,Paperback,294,2013,2013,,2021/03/18,"to-read, to-buy","to-read (#42), to-buy (#4)",to-read,,,,0,0
