Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
15994498,Dr Jekyll and Mr Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis",,"=""0141389508""","=""9780141389509""",5,Penguin Books,Paperback,111,2012,1886,2023/09/30,2023/09/30,bought,bought (#168),read,,,,1,0
43882,The Monk Who Sold His Ferrari,Robin Sharma,"Sharma, Robin",,"=""817992162X""","=""9788179921623""",0,Jaico Publishing House,Paperback,198,2003,1996,2012/01/01,2023/10/05,bought,bought (#166),read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",0,Penguin Books,Paperback,254,2006,180,,2023/10/05,to-read,to-read (#358),to-read,,,,0,0
22400020,Civilization on Trial,Arnold Joseph Toynbee,"Toynbee, Arnold Joseph",,"=""""","=""""",3,Oxford University Press,Hardcover,263,,1948,2023/10/04,2023/07/09,to-buy,to-buy (#75),read,,,,1,0
31848259,Freud: The Making of an Illusion,Frederick Crews,"Crews, Frederick",,"=""1627797173""","=""9781627797177""",4,Metropolitan Books,Hardcover,768,2017,2017,2023/10/04,2023/01/27,bought,bought (#163),read,,,,1,0
240976,The Book of Laughter and Forgetting,Milan Kundera,"Kundera, Milan",,"=""0060932147""","=""9780060932145""",0,HarperPerennial Modern Classics,Paperback,313,1999,1979,,2023/09/25,to-read,to-read (#357),to-read,,,,0,0
12715691,The Spinoza Problem,Irvin D. Yalom,"Yalom, Irvin D.",,"=""0465029639""","=""9780465029631""",0,Basic Books,Hardcover,321,2012,2012,,2023/09/25,to-read,to-read (#356),to-read,,,,0,0
19508,The Schopenhauer Cure,Irvin D. Yalom,"Yalom, Irvin D.",,"=""""","=""""",0,Harper Perennial Modern Classics,Paperback,358,2020,2005,,2023/09/25,to-read,to-read (#355),to-read,,,,0,0
197602221,Faster than Light: How Your Shadow Can Do It but You Can't,Robert J. Nemiroff,"Nemiroff, Robert J.",,"=""1662933843""","=""9781662933844""",0,Betelgeuse Press,Hardcover,404,2023,,,2023/09/25,to-read,to-read (#354),to-read,,,,0,0
2527900,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""0300122233""","=""9780300122237""",0,Yale University Press,Hardcover,293,2008,2008,2023/01/01,2022/08/16,bought,bought (#130),read,,,,1,0
2104,The Physics of Star Trek,Lawrence M. Krauss,"Krauss, Lawrence M.",Stephen W. Hawking,"=""0060977108""","=""9780060977108""",5,ReganBooks,Paperback,188,1996,1995,2023/09/04,2020/12/01,bought,bought (#165),read,,,,1,0
58586053,"Advances in Communication and Computational Technology: Select Proceedings of ICACCT 2019 (Lecture Notes in Electrical Engineering, 668)",Gurdeep Singh Hura,"Hura, Gurdeep Singh","Ashutosh Kumar Singh, Lau Siong Hoe","=""9811553432""","=""9789811553431""",0,Springer,Paperback,1554,2021,,,2023/08/14,to-read,to-read (#352),to-read,,,,0,0
195508806,Neden İnsanları Dış Görünüşlerine Göre Yargılarız?,Edward Dutton,"Dutton, Edward",,"=""6057131355""","=""9786057131355""",1,,Paperback,100,,2018,2023/01/01,2023/08/01,,,read,"O kadar kötü ki yarısına bile gelmeden bıraktım. Verdiğim tek yıldızı bile hak etmiyor ama yıldızsız yorum yapılamıyor. Yazar siyahilerin, kadınların ve kilolu insanların daha az zeki olduğunu iddia ediyor. Belli kaynaklara atıflarda bulunmuş tabii ancak bu çalışmaların yazarları kitabın yazarının fikirlerini destekleyecek şekilde seçilmiş. Karşıt görüşlere asla yer verilmemiş. Aynı zamanda yazar, testesteronun zeka seviyesini artırdığını söylüyor ve esmer insanlarda daha fazla testesteron bulunduğunu söylüyor. Bunun yanında beyazların daha zeki olduğunu söyleyerek de kendiyle çelişiyor. Zeki kadınların erkeksi yüz hatlarına sahip olduğu gibi saçma şeyler de savunuyor.",,,1,0
56377201,AI 2041: Ten Visions for Our Future,Kai-Fu Lee,"Lee, Kai-Fu",Chen Qiufan,"=""059323829X""","=""9780593238295""",0,Crown Currency,Hardcover,480,2021,2021,,2023/08/13,"to-read, to-buy","to-read (#351), to-buy (#85)",to-read,,,,0,0
35581925,Cambridge Advanced Learner's Dictionary (Book & CD ROM) 4th Edition,Elizabeth  Walter,"Walter, Elizabeth",,"=""""","=""""",5,Cambridge University Press; 4 edition,Paperback,1856,2013,2005,2023/01/26,2022/07/03,bought,bought (#135),read,,,,1,0
414895,Planet of the Apes,Pierre Boulle,"Boulle, Pierre",Xan Fielding,"=""0345447980""","=""9780345447982""",5,Alliance Entertainment,Paperback,276,2014,1963,2021/12/30,2021/04/01,bought,bought (#112),read,,,,1,0
23196829,Physics For Scientists and Engineers With Modern Physics,Raymond A. Serway,"Serway, Raymond A.",John W. Jewett Jr.,"=""8131514048""","=""9788131514047""",0,Cengage India,Paperback,1392,2013,2013,2017/01/01,2021/04/01,,,read,,,,1,0
27309757,University Physics with Modern Physics,Hugh D. Young,"Young, Hugh D.",,"=""1292100311""","=""9781292100319""",0, Pearson Education,Paperback,1608,2015,1949,2017/01/01,2021/04/01,,,read,,,,1,0
9827912,Incognito: The Secret Lives of the Brain,David Eagleman,"Eagleman, David",,"=""0307377334""","=""9780307377333""",5,Pantheon,Hardcover,290,2011,2011,2021/12/24,2021/04/01,bought,bought (#102),read,,,,1,0
220826,Kürk Mantolu Madonna,Sabahattin Ali,"Ali, Sabahattin",,"=""9753638027""","=""9789753638027""",0,Yapı Kredi Yayınları,Paperback,160,1998,1943,2015/01/01,2021/04/03,,,read,,,,1,0
43190851,The Hundred-Page Machine Learning Book,Andriy Burkov,"Burkov, Andriy",,"=""""","=""""",5,Andriy Burkov,Paperback,159,2019,,2022/04/02,2021/04/07,to-buy,to-buy (#31),read,,,,1,0
18008678,"What's in Your Genes?: From the Color of Your Eyes to the Length of Your Life, a Revealing Look at Your Genetic Traits",Katie McKissick,"McKissick, Katie",,"=""1440567646""","=""9781440567643""",5,Adams Media,Paperback,256,2014,2013,2022/12/15,2021/04/11,bought,bought (#146),read,"Konu çok eğlenceli bir şekilde anlatılmış, ancak kitabın Türkçe çevirisinin ciddi anlamda kötü olduğu bazı noktalar var. Birincisi seks kromozomları, İngilizce'de seks kelimesinin cinsiyet anlamı var ama Türkçe'de böyle bir anlamı olmadığı için okuyucu bunu anlamayabilir. Okulda da hep cinsiyet kromozomları olarak anlatıldı. Ya da mesela ""identical twins"" ifadesinin çevirisi özdeş ikizler olarak yapılmış ki Türkçe'de böyle bir ifade ben hiç duymadım. Tek yumurta ikizi diye çevirmek zor olmasa gerek. Kitabın kendisi ciddi anlamda güzel olduğu için 5 yıldız veriyorum.",,,2,0
33954581,Steve Jobs - Apple,Jeffrey S. Young,"Young, Jeffrey S.",,"=""""","=""""",0,Yakamoz Yayınları,Unknown Binding,392,,2005,2011/01/01,2021/04/17,bought,bought (#69),read,,,,1,0
21853732,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""1250062187""","=""9781250062185""",3,Picador,Paperback,336,2015,2014,2022/02/25,2021/04/23,bought,bought (#3),read,,,,1,0
57835102,İşletim Sistemleri ve Sistem Programlama,Mutlu Avcı,"Avcı, Mutlu","Buse Melis Özyıldırım, Onur Ülgen","=""605445451X""","=""9786054454518""",0,Karahan Kitabevi,Paperback,465,2016,,2017/01/01,2021/04/24,bought,bought (#57),read,,,,1,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""""","=""""",3,Del Rey / Ballantine Books,Paperback,244,1996,1968,2021/10/05,2021/04/29,bought,bought (#104),read,,,,1,0
28238545,Adventures in Human Being,Gavin Francis,"Francis, Gavin",,"=""1781253420""","=""9781781253427""",4,Profile Books Ltd,Paperback,252,2016,2015,2021/08/30,2021/05/19,bought,bought (#4),read,,,,1,0
74128,Who's Afraid of Schrödinger's Cat? An A-to-Z Guide to All the New Science Ideas You Need to Keep Up with the New Thinking,Ian Marshall,"Marshall, Ian","Danah Zohar, F. David Peat","=""0688161073""","=""9780688161071""",4,William Morrow Paperbacks,Paperback,432,1998,1997,2022/08/30,2021/06/08,bought,bought (#96),read,,,,1,0
318011,"Houston, Houston, Do You Read?",James Tiptree Jr.,"Jr., James Tiptree",,"=""1568652518""","=""9781568652511""",4,Science Fiction Book Club,Hardcover,150,1996,1976,2022/02/26,2021/08/19,bought,bought (#105),read,,,,1,0
58885540,Amok Koşucusu,Stefan Zweig,"Zweig, Stefan",,"=""""","=""""",3,Koridor,Hardcover,83,2020,1922,2022/02/16,2021/08/29,bought,bought (#119),read,,,,1,0
58932545,"Bilimsel Çalışma Yöntemleri: Lisans, Yüksek Lisans, Doçentlik Tezleri Nasıl Yazılır?",Matthias Karmasin,"Karmasin, Matthias",Rainer Ribing,"=""9944171115""","=""9789944171113""",5,Yayınodası Yayıncılık,Paperback,166,2017,2014,2022/06/21,2021/09/05,bought,bought (#109),read,,,,1,0
17841723,Astrobiology: A Very Short Introduction,David C. Catling,"Catling, David C.",,"=""0199586454""","=""9780199586455""",5,Oxford University Press,Paperback,146,2014,2013,2021/11/02,2021/10/15,bought,bought (#110),read,,,,1,0
11862952,Dr. Ox’s Experiment,Jules Verne,"Verne, Jules",,"=""""","=""""",0,Macmillan Company,Hardcover,100,1963,1872,2021/01/01,2021/11/21,,,read,,,,1,0
26450689,"Investing 101: From Stocks and Bonds to ETFs and IPOs, an Essential Primer on Building a Profitable Portfolio (Adams 101 Series)",Michele Cagan,"Cagan, Michele",,"=""1440595135""","=""9781440595134""",0,Adams Media,Hardcover,264,2016,2016,2022/01/12,2021/12/24,bought,bought (#115),read,,,,1,0
93981,The Interpretation of Dreams,Sigmund Freud,"Freud, Sigmund",,"=""1566195764""","=""9781566195768""",0,Barnes & Noble,Hardcover,630,1994,1899,2022/11/12,2022/01/05,bought,bought (#131),read,,,,1,0
13,"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",5,Del Rey Books,Paperback,815,2002,1996,2023/08/01,2022/03/21,bought,bought (#121),read,,,,1,0
36642247,Life on Mars: What to Know Before We Go,David A. Weintraub,"Weintraub, David A.",,"=""0691180539""","=""9780691180533""",5,Princeton University Press,Hardcover,312,2018,2018,2022/06/20,2022/05/07,bought,bought (#123),read,,,,1,0
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,Del Rey,Paperback,250,2005,1980,2022/05/07,2022/05/07,,,read,,,,1,0
57553035,Deep Learning with Python,François Chollet,"Chollet, François",,"=""1617296864""","=""9781617296864""",5,Manning,Paperback,504,2021,2017,2022/09/05,2022/06/03,bought,bought (#164),read,"The 2nd edition of the book is quite different from the first one. It contains advanced topics and is more detailed. If you are working in the deep learning field, you should definitely read this book.",,,1,0
58342375,Ikigai: The Japanese Secret to a Long and Happy Life,Héctor  García,"García, Héctor",Francesc Miralles,"=""""","=""""",5,Penguin Life,Paperback,208,2017,2016,2022/06/24,2022/06/21,bought,bought (#124),read,,,,1,0
755107,Science: A History,John Gribbin,"Gribbin, John",,"=""""","=""""",4,"Penguin Books, Limited (UK)",Paperback,672,2009,2002,2022/07/29,2022/07/02,"bought, favorites","bought (#126), favorites (#29)",read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,Beacon Press,Paperback,165,2006,1946,2022/12/10,2022/08/28,"bought, favorites","bought (#143), favorites (#32)",read,,,,1,0
58792881,Volga,Lou Andreas-Salomé,"Andreas-Salomé, Lou",İlknur İgan,"=""6254055384""","=""9786254055386""",5,Türkiye İş Bankası Kültür Yayınları,Hardcover,72,2021,,2023/03/21,2022/10/29,bought,bought (#149),read,,,,1,0
37057448,Death (Classic Reprint),Émile Zola,"Zola, Émile",,"=""0266220843""","=""9780266220848""",0,Forgotten Books,Hardcover,94,2017,1883,2022/11/16,2022/11/12,bought,bought (#141),read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,Penguin Books,Paperback,107,2002,1937,2022/12/24,2022/12/14,bought,bought (#147),read,,,,1,0
50615162,Hypatia: Yanlış da Olsa Düşünmek Hiç Düşünmemekten Daha İyidir,Yılmaz Şener,"Şener, Yılmaz",,"=""""","=""9786053117360""",0,Destek Yayinlari,Paperback,96,2020,2020,2023/02/23,2022/12/26,,,read,,,,1,0
3869,A Brief History of Time,Stephen W. Hawking,"Hawking, Stephen W.",,"=""0553380168""","=""9780553380163""",5,Bantam Books,Paperback,226,1998,1988,2021/07/04,2020/03/02,"bought, favorites","bought (#5), favorites (#7)",read,,,,1,1
27543,Artificial Intelligence: A Modern Approach,Stuart Russell,"Russell, Stuart",Peter Norvig,"=""0137903952""","=""9780137903955""",5,Prentice Hall,Hardcover,1080,2003,1994,2020/01/01,2020/03/02,bought,bought (#12),read,,,,2,1
10803540,Algorithms,Robert Sedgewick,"Sedgewick, Robert",Kevin Wayne,"=""032157351X""","=""9780321573513""",5,Addison-Wesley Professional,Hardcover,976,2011,1983,2019/01/01,2020/03/02,bought,bought (#35),read,,,,1,1
108986,Introduction to Algorithms,Thomas H. Cormen,"Cormen, Thomas H.","Charles E. Leiserson, Ronald L. Rivest, Clifford Stein","=""0262032937""","=""9780262032933""",0,Mit Pr,Hardcover,1184,2001,1989,2020/01/01,2020/03/02,bought,bought (#29),read,,,,1,1
419261,A Vindication of the Rights of Women,Mary Wollstonecraft,"Wollstonecraft, Mary",,"=""1576468119""","=""9781576468111""",0,Quiet Vision Pub,Paperback,166,2004,1792,2020/01/01,2020/10/27,"bought, favorites","bought (#32), favorites (#12)",read,,,,1,1
7465939,The Quest for Artificial Intelligence,Nils J. Nilsson,"Nilsson, Nils J.",,"=""0521122937""","=""9780521122931""",0,Cambridge University Press,Paperback,580,2009,2009,2020/01/01,2020/12/01,"bought, favorites","bought (#33), favorites (#6)",read,,,,1,1
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,Bantam Books,Hardcover,224,2004,1950,2020/01/01,2020/12/01,"bought, favorites","bought (#31), favorites (#5)",read,,,,1,1
179744,The Emperor's New Mind,Roger Penrose,"Penrose, Roger",,"=""0192861980""","=""9780192861986""",0,Oxford University Press,Paperback,602,1999,1989,2020/01/01,2020/12/01,"bought, favorites","bought (#30), favorites (#19)",read,,,,1,1
144915,Tragic Sense of Life,Miguel de Unamuno,"Unamuno, Miguel de",John Ernest Crawford Flitch,"=""1596057238""","=""9781596057234""",0,Cosimo Classics,Paperback,374,2005,1912,2021/02/14,2021/01/16,favorites,favorites (#11),read,,,,1,1
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",0,Simon & Schuster,Hardcover,630,2011,2011,2011/01/01,2021/01/19,"bought, favorites","bought (#68), favorites (#27)",read,,,,1,1
34274957,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",,"=""1101946598""","=""9781101946596""",5,Knopf,Hardcover,364,2017,2017,2021/07/25,2021/01/21,"bought, favorites","bought (#101), favorites (#18)",read,,,,1,0
36303871,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""0141983760""","=""9780141983769""",5,Penguin Random House,Paperback,360,2018,2017,2021/05/11,2021/01/21,"bought, favorites","bought (#7), favorites (#10)",read,,,,1,0
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",5,Doubleday,Hardcover,509,2009,2009,,2021/01/22,bought,bought (#67),read,,,,2,1
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",4,Pocket Books,Mass Market Paperback,736,2006,2000,2011/01/01,2021/01/22,bought,bought (#66),read,,,,1,1
976,Deception Point,Dan    Brown,"Brown, Dan",,"=""0671027387""","=""9780671027384""",4,Pocket Books,Paperback,556,2002,2001,2011/01/01,2021/01/22,bought,bought (#65),read,,,,1,1
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",4,Anchor,Paperback,489,2006,2003,2011/01/01,2021/01/22,bought,bought (#64),read,,,,1,1
11125,Digital Fortress,Dan    Brown,"Brown, Dan",,"=""""","=""""",4,Corgi books,Paperback,510,2004,1998,2011/01/01,2021/01/22,bought,bought (#63),read,,,,1,1
17212231,"Inferno (Robert Langdon, #4)",Dan    Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",4,Doubleday,Hardcover,463,2013,2013,2015/01/01,2021/01/22,bought,bought (#62),read,,,,1,1
1912729,How to Write & Publish a Scientific Paper,Robert A. Day,"Day, Robert A.",,"=""1573561657""","=""9781573561655""",5,Greenwood,Paperback,275,1998,1979,2021/01/01,2021/01/30,"favorites, bought","favorites (#28), bought (#139)",read,,,,1,1
54845619,Cracking the Coding Interview: 189 Programming Questions and Solutions,Gayle Laakmann McDowell,"McDowell, Gayle Laakmann",,"=""""","=""""",5,"CareerCup, LLC",Unknown Binding,,2016,2008,2020/01/01,2021/01/30,bought,bought (#34),read,"Microsoft, Google, Amazon gibi şirketlerin technical interviewlarına hazırlık için mutlaka okunması gereken bir kitap. Bana da Google hediye etmişti zaten.",,,1,1
11499781,How to Build a Time Machine: The Real Science of Time Travel,Brian Clegg,"Clegg, Brian",,"=""0312656882""","=""9780312656881""",3,St. Martin's Press,Hardcover,320,2011,2011,2021/03/14,2021/03/01,"bought, favorites","bought (#16), favorites (#16)",read,,,,1,1
10908797,The Reason Why: The Miracle of Life on Earth,John Gribbin,"Gribbin, John",,"=""1846143276""","=""9781846143274""",3,Allen Lane,Hardcover,256,2011,2011,2021/03/27,2021/03/01,"bought, favorites","bought (#14), favorites (#15)",read,,,,1,1
54110137,"Sapiens: A Graphic History, Volume 1 - The Birth of Humankind",David Vandermeulen,"Vandermeulen, David","Yuval Noah Harari, Daniel Casanave","=""0063055082""","=""9780063055087""",5,Harper,Hardcover,248,2020,2020,2021/03/10,2021/03/04,"bought, favorites","bought (#17), favorites (#1)",read,,,,1,1
28092870,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""1910701882""","=""9781910701881""",5,Harvill Secker,Paperback,440,2016,2015,2021/09/16,2021/03/04,"bought, favorites","bought (#95), favorites (#3)",read,,,,1,0
2095,The Universe in a Nutshell,Stephen W. Hawking,"Hawking, Stephen W.",,"=""055380202X""","=""9780553802023""",5,Bantam,Hardcover,216,2001,2001,2021/08/23,2021/03/06,"favorites, bought","favorites (#8), bought (#98)",read,,,,1,1
27209477,The Star Trek Book: Strange New Worlds Boldly Explained,Paul Ruditis,"Ruditis, Paul",,"=""146545098X""","=""9781465450982""",0,DK,Hardcover,336,2016,2016,,2021/03/10,"bought, favorites","bought (#53), favorites (#26)",read,,,,2,1
44790727,Düşünce ve Tartışma Özgürlüğü Üzerine,John Stuart Mill,"Mill, John Stuart",Cem Akaş,"=""9750740335""","=""9789750740336""",4,Can Yayınları,Paperback,64,2019,1976,2021/03/23,2021/03/22,bought,bought (#15),read,"Kitap 59 sayfadan oluşuyor. Kısa bir kitap, çabucak okur bitiririm düşüncesiyle başladım. Fakat yanılmışım. Cümleler çok uzun olduğu için okunması kolay değil. Gerçekten zorlanarak okuduğum kitaplardan bir tanesiydi. Mutlaka ikinci kez okuyacağım.",,,2,0
61666,Contact,Carl Sagan,"Sagan, Carl",,"=""2266079999""","=""9782266079990""",5,Pocket,Mass Market Paperback,580,1997,1985,2021/06/18,2021/05/19,"bought, favorites","bought (#1), favorites (#17)",read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",4,W.W. Norton & Company,Paperback,498,2005,1997,2022/04/11,2021/07/03,"bought, favorites","bought (#118), favorites (#22)",read,,,,1,0
49234,The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,"Diamond, Jared",,"=""0060845503""","=""9780060845506""",0,Harper Perennial,Paperback,407,2006,1991,,2021/07/14,"to-read, bought, favorites","to-read (#177), bought (#128), favorites (#24)",to-read,,,,0,0
57924373,"Sapiens: A Graphic History, Volume 2 - The Pillars of Civilization",David Vandermeulen,"Vandermeulen, David","Daniel Casanave, Yuval Noah Harari","=""0063212234""","=""9780063212237""",5,Harper Perennial,Paperback,256,2021,2021,2022/05/29,2021/10/15,"favorites, bought","favorites (#23), bought (#122)",read,,,,1,0
83518,The Singularity is Near: When Humans Transcend Biology,Ray Kurzweil,"Kurzweil, Ray",,"=""0143037889""","=""9780143037880""",5,Penguin ,Paperback,652,2006,2005,2022/02/15,2021/12/29,"bought, favorites","bought (#117), favorites (#20)",read,,,,1,0
56919894,Deep Learning Interviews: Hundreds of fully solved job interview questions from a wide range of key topics in AI.,Shlomo Kashani,"Kashani, Shlomo",Amir Ivry,"=""1916243568""","=""9781916243569""",5,Interviews AI,Paperback,400,2020,,2022/01/01,2022/01/05,to-read,to-read (#200),to-read,,,,1,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",5,Viking,Hardcover,288,2020,2020,2022/10/11,2022/08/28,bought,bought (#132),read,,,,1,0
40363665,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"Géron, Aurélien",,"=""1492032646""","=""9781492032649""",5,O'Reilly Media,Paperback,848,2019,2017,2023/08/01,2021/03/24,bought,bought (#134),read,,,,1,0
46674,Feeling Good: The New Mood Therapy,David D. Burns,"Burns, David D.",,"=""0380810336""","=""9780380810338""",5,Harper,Mass Market Paperback,736,2008,1980,2023/08/01,2022/11/12,bought,bought (#140),read,,,,1,0
35894739,The Particle Zoo,Gavin Hesketh,"Hesketh, Gavin",,"=""1784298700""","=""9781784298708""",0,Quercus,Paperback,336,2017,2016,,2023/08/01,"to-read, bought","to-read (#350), bought (#160)",to-read,,,,0,0
677591,The Subjection of Women,John Stuart Mill,"Mill, John Stuart",,"=""1594625328""","=""9781594625329""",0,Book Jungle,Paperback,136,2007,1869,,2021/04/13,"to-read, to-buy","to-read (#142), to-buy (#47)",to-read,,,,0,0
25185385,Aphorisms (The Schocken Kafka Library),Franz Kafka,"Kafka, Franz",Daniel Frank,"=""0805212655""","=""9780805212655""",2,Schocken,Hardcover,144,2015,1931,2022/07/30,2022/07/30,,,read,,,,1,0
108585873,Güven: Kendiliginden Yasamak ve Hayati Kucaklamak,Osho,"Osho, Osho",,"=""6057006186""","=""9786057006189""",0,Butik Yayinlari,Paperback,208,2021,,,2023/07/15,"to-read, to-buy","to-read (#349), to-buy (#83)",to-read,,,,0,0
107568190,Içsel Yolculuk: Varliginizi Dönüstüren Meditasyon,Osho,"Osho, Osho",,"=""6050207887""","=""9786050207880""",0,Omega,Paperback,248,2020,,,2023/07/15,"to-read, to-buy","to-read (#347), to-buy (#81)",to-read,,,,0,0
43166842,Yaşamak İnanmaktır: Hayata Meditasyona ve Farkındalığa Dair Mektuplar,Osho,"Osho, Osho",,"=""6050205302""","=""9786050205305""",0,Omega,Paperback,272,2019,,,2023/07/15,"to-read, to-buy","to-read (#346), to-buy (#80)",to-read,,,,0,0
107404213,Bir Meditasyon Kursu; Bilinciniz Icin 21 Günlük Egzersiz,Osho,"Osho, Osho",,"=""6059397832""","=""9786059397834""",0,Butik Yayincilik,Paperback,224,2020,,,2023/07/15,"to-read, to-buy","to-read (#345), to-buy (#79)",to-read,,,,0,0
40363053,Cosmos: Possible Worlds,Ann Druyan,"Druyan, Ann",,"=""1426219083""","=""9781426219085""",5,National Geographic,Hardcover,384,2020,2019,2023/07/09,2023/04/20,bought,bought (#155),read,,,,1,0
14891952,Braintrust: What Neuroscience Tells Us about Morality,Patricia S. Churchland,"Churchland, Patricia S.",,"=""0691156344""","=""9780691156347""",0,Princeton University Press,Paperback,288,2012,2011,,2023/07/09,"to-read, to-buy","to-read (#344), to-buy (#78)",to-read,,,,0,0
10248149,Kant Üzerine Dört Ders,Gilles Deleuze,"Deleuze, Gilles",Talat Kılıç,"=""""","=""9786059872065""",0,Kabalcı Yayınevi,Paperback,136,2015,1978,,2023/07/09,"to-read, to-buy","to-read (#343), to-buy (#77)",to-read,,,,0,0
203338,Kant’s Critical Philosophy: The Doctrine of the Faculties,Gilles Deleuze,"Deleuze, Gilles",,"=""0816614369""","=""9780816614363""",0,Univ Of Minnesota Press,Paperback,80,1985,1963,,2023/07/09,"to-read, to-buy","to-read (#342), to-buy (#76)",to-read,,,,0,0
154329,Spinoza: Practical Philosophy,Gilles Deleuze,"Deleuze, Gilles",Robert Hurley,"=""0872862186""","=""9780872862180""",0,City Lights Publishers,Paperback,130,1988,1970,,2023/07/09,to-read,to-read (#341),to-read,,,,0,0
27401548,Spinoza'nın Tao'su: Akıllı İnançtan İnançlı Akla,Moris Fransez,"Fransez, Moris",,"=""6055272199""","=""9786055272197""",0,Kabalcı Yayıncılık,Paperback,360,2012,,,2023/07/09,to-read,to-read (#340),to-read,,,,0,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,Penguin Classics ,Paperback,541,2006,-700,,2023/07/08,"to-read, to-buy","to-read (#339), to-buy (#74)",to-read,,,,0,0
77265004,The Iliad,Homer,"Homer, Homer",Emily Wilson,"=""1324001801""","=""9781324001805""",0,W. W. Norton & Company,Hardcover,848,2023,-800,,2023/07/08,"to-read, bought","to-read (#338), bought (#183)",to-read,,,,0,0
25749916,"Theodora: Actress, Empress, Saint (Women in Antiquity)",David Stone Potter,"Potter, David Stone",,"=""0199740763""","=""9780199740765""",0, Oxford University Press,Hardcover,280,2015,2015,,2023/07/08,"to-read, to-buy","to-read (#337), to-buy (#73)",to-read,,,,0,0
52759264,Instant Engineering,Joel Levy,"Levy, Joel",,"=""1645170543""","=""9781645170549""",5,Portable Press,Hardcover,176,2020,,2023/06/10,2023/05/21,bought,bought (#156),read,,,,1,0
85412,Freud for Beginners,Richard Appignanesi,"Appignanesi, Richard",Oscar Zárate,"=""037571460X""","=""9780375714603""",0,Knopf Doubleday Publishing Group,Paperback,176,2003,1979,,2023/02/13,to-read,to-read (#307),to-read,,,,0,0
1339837,Introducing Hegel,Lloyd Spencer,"Spencer, Lloyd",Andrzej Krauze,"=""184046111X""","=""9781840461114""",0,Icon Books,Paperback,176,1996,1996,,2023/02/13,to-read,to-read (#309),to-read,,,,0,0
23443277,Introducing Genetics: A Graphic Guide (Graphic Guides),Steve         Jones,"Jones, Steve",Borin Van Loon,"=""1848317816""","=""9781848317819""",0,Icon Books,Kindle Edition,344,2014,1993,,2023/02/13,to-read,to-read (#308),to-read,,,,0,0
26862950,Introducing Psychology: A Graphic Guide,Nigel C. Benson,"Benson, Nigel C.",,"=""1848317565""","=""9781848317567""",0,Icon Books,Kindle Edition,180,2014,1994,,2023/02/13,to-read,to-read (#310),to-read,,,,0,0
22671497,Introducing Logic: A Graphic Guide,Bill Mayblin,"Mayblin, Bill","Dan Cryan, Sharron Shatil","=""""","=""""",0,Icon Books,Kindle Edition,181,2014,2001,,2023/02/13,to-read,to-read (#311),to-read,,,,0,0
